Millis,Ori.x,Ori.y,Ori.z,Acc.x,Acc.y,Acc.z,LAcc.x,LAcc.y,LAcc.z,Grav.x,Grav.y,Grav.z,Mag.x,Mag.y,Mag.z,Gyro.x,Gyro.y,Gyro.z,Euler.x,Euler.y,Euler.z,Quat.w,Quat.x,Quat.y,Quat.z,Speed,Direction,VoltageIn,VoltageEngine
6079, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 433, 0, 
6092, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 430, 5, 
6103, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 434, 0, 
6114, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 387, 380, 
6126, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 406, 400, 
6137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 435, 0, 
6152, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 434, 0, 
6165, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 434, 0, 
6176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 432, 0, 
6187, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 433, 0, 
6199, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 393, 386, 
6214, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 400, 394, 
6225, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 435, 0, 
6237, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 420, 0, 
6248, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 435, 0, 
6259, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 430, 428, 
6271, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 434, 0, 
6286, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 431, 0, 
6307, 0.00, 0.00, 0.00, -0.24, 0.89, -10.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.50, -102.37, -8.38, 0.00, 0.00, -0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 434, 0, 
6328, 0.00, 0.00, 0.00, -0.52, 0.94, -9.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.50, -102.37, -8.38, 0.00, 0.00, -0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 435, 0, 
6348, 0.00, 0.00, 0.00, -1.11, 1.03, -9.84, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.50, -102.37, -8.38, -0.00, -0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0, 0, 435, 0, 
6365, 113.56, -3.62, -174.31, -1.01, 1.00, -9.83, -0.28, -0.03, -0.19, -0.62, 0.96, -9.73, 1.50, -102.37, -8.38, -0.00, 0.00, 0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 435, 0, 
6385, 113.56, -3.62, -174.31, -0.58, 1.06, -9.83, 0.21, 0.05, -0.07, -0.62, 0.96, -9.73, 1.50, -102.37, -8.38, 0.00, 0.00, -0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 433, 0, 
6402, 113.56, -3.62, -174.31, -0.16, 0.89, -9.70, 0.46, -0.07, 0.03, -0.62, 0.96, -9.73, 2.87, -103.75, -10.69, 0.00, -0.00, 0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 386, 379, 
6422, 113.56, -3.62, -174.31, -0.29, 0.87, -9.84, 0.33, -0.09, -0.11, -0.62, 0.96, -9.73, 2.87, -103.75, -10.69, -0.00, 0.00, 0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 431, 0, 
6441, 113.56, -3.62, -174.31, -0.90, 1.02, -9.77, -0.27, 0.06, -0.03, -0.62, 0.96, -9.73, 2.87, -103.75, -10.69, -0.00, 0.00, -0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 434, 0, 
6458, 113.56, -3.62, -174.31, -1.01, 0.99, -9.81, -0.39, 0.03, -0.07, -0.62, 0.96, -9.73, 4.00, -107.75, -8.75, 0.00, 0.00, 0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 435, 0, 
6477, 113.56, -3.62, -174.31, -0.71, 1.04, -9.84, -0.08, 0.08, -0.10, -0.62, 0.96, -9.73, 4.00, -107.75, -8.75, 0.00, 0.00, -0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 434, 0, 
6497, 113.56, -3.62, -174.31, -0.24, 0.88, -9.67, 0.38, -0.07, 0.06, -0.62, 0.96, -9.73, 4.75, -108.87, -8.38, 0.00, -0.00, -0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 429, 0, 
6516, 113.56, -3.62, -174.31, -0.25, 0.81, -9.87, 0.37, -0.14, -0.13, -0.62, 0.96, -9.73, 4.75, -108.87, -8.38, 0.00, -0.00, -0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 434, 0, 
6535, 113.56, -3.62, -174.31, -0.45, 0.90, -9.84, -0.12, 0.05, -0.02, -0.62, 0.96, -9.73, 4.75, -108.87, -8.38, 0.00, 0.00, -0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 435, 0, 
6552, 113.56, -3.62, -174.31, -1.02, 1.01, -9.74, -0.40, 0.05, 0.00, -0.62, 0.96, -9.73, 4.00, -107.75, -9.19, 0.00, -0.00, 0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 434, 0, 
6572, 113.56, -3.62, -174.31, -1.01, 0.93, -9.95, -0.39, -0.02, -0.21, -0.62, 0.96, -9.73, 4.00, -107.75, -9.19, 0.00, 0.00, 0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 430, 0, 
6590, 113.56, -3.62, -174.31, -0.54, 1.05, -9.78, 0.08, 0.09, -0.04, -0.62, 0.96, -9.73, 4.00, -107.75, -9.19, -0.00, 0.00, 0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 434, 0, 
6607, 113.56, -3.62, -174.31, -0.11, 0.85, -9.76, 0.50, -0.10, -0.02, -0.62, 0.96, -9.73, 4.37, -108.87, -9.88, -0.00, 0.00, -0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 433, 0, 
6626, 113.56, -3.62, -174.31, -0.21, 0.83, -9.83, 0.13, -0.02, -0.07, -0.62, 0.96, -9.73, 4.37, -108.87, -9.88, -0.00, 0.00, 0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 430, 428, 
6645, 113.56, -3.62, -174.31, -0.68, 1.06, -9.76, -0.32, 0.05, 0.00, -0.62, 0.96, -9.73, 3.56, -106.00, -9.56, 0.00, 0.00, 0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 434, 0, 
6664, 113.56, -3.62, -174.31, -1.05, 0.99, -9.82, -0.42, 0.02, -0.08, -0.62, 0.96, -9.73, 3.56, -106.00, -9.56, 0.00, -0.00, 0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 381, 373, 
6683, 113.56, -3.62, -174.31, -0.85, 1.01, -9.85, -0.22, 0.05, -0.12, -0.62, 0.96, -9.73, 3.56, -106.00, -9.56, -0.00, -0.00, 0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 435, 0, 
6702, 113.56, -3.62, -174.31, -0.34, 0.95, -9.67, 0.27, 0.00, 0.06, -0.62, 0.96, -9.73, 4.37, -103.75, -8.75, 0.00, 0.00, 0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 379, 371, 
6721, 113.56, -3.62, -174.31, -0.17, 0.81, -9.86, 0.45, -0.14, -0.12, -0.62, 0.96, -9.73, 4.37, -103.75, -8.75, 0.00, 0.00, -0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 417, 413, 
6740, 113.56, -3.62, -174.31, -0.62, 1.00, -9.73, 0.00, 0.03, 0.00, -0.62, 0.96, -9.73, 4.37, -103.75, -8.75, 0.00, -0.00, -0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 434, 0, 
6755, 113.56, -3.62, -174.31, -0.91, 1.02, -9.73, -0.34, -0.01, -0.12, -0.62, 0.96, -9.73, 4.00, -102.75, -9.19, -0.00, -0.00, -0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 434, 0, 
6774, 113.56, -3.62, -174.31, -0.97, 0.92, -9.96, -0.34, -0.03, -0.23, -0.62, 0.96, -9.73, 4.00, -102.75, -9.19, -0.00, -0.00, 0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, 0.00, 0, 113, 418, 413, 
6793, 113.56, -3.62, -174.31, -0.67, 1.06, -9.80, -0.05, 0.10, -0.06, -0.62, 0.96, -9.73, 4.00, -102.75, -9.19, -0.00, -0.00, -0.00, 113.56, -3.62, -174.31, 0.06, 0.84, 0.55, -0.00, 0, 113, 435, 0, 
6813, 113.56, -3.69, -174.31, -0.32, 0.82, -9.56, 0.30, -0.13, 0.17, -0.63, 0.96, -9.73, 2.19, -103.06, -7.25, -0.01, -0.01, 0.00, 113.56, -3.69, -174.31, 0.06, 0.84, 0.55, -0.00, 0, 113, 435, 0, 
6832, 113.56, -3.69, -174.31, -0.59, 0.90, -9.83, 0.03, -0.05, -0.09, -0.63, 0.96, -9.73, 2.19, -103.06, -7.25, -0.00, 0.00, -0.00, 113.56, -3.69, -174.31, 0.06, 0.84, 0.55, -0.00, 0, 113, 433, 0, 
6851, 113.56, -3.69, -174.31, -0.81, 0.99, -9.78, -0.18, 0.03, -0.04, -0.63, 0.96, -9.73, 2.19, -102.75, -8.38, 0.00, -0.00, 0.00, 113.56, -3.69, -174.31, 0.06, 0.84, 0.55, -0.00, 0, 113, 435, 0, 
6870, 113.56, -3.69, -174.31, -0.75, 1.06, -10.04, -0.12, 0.10, -0.30, -0.63, 0.96, -9.73, 2.19, -102.75, -8.38, 0.00, -0.00, 0.00, 113.56, -3.69, -174.31, 0.06, 0.84, 0.55, -0.00, 0, 113, 432, 0, 
6888, 113.56, -3.69, -174.31, -0.42, 1.07, -9.70, 0.20, 0.11, 0.03, -0.63, 0.96, -9.73, 2.19, -102.75, -8.38, 0.00, -0.00, 0.00, 113.56, -3.69, -174.31, 0.06, 0.84, 0.55, -0.00, 0, 113, 435, 0, 
6906, 113.56, -3.69, -174.31, -0.34, 1.05, -9.70, 0.32, -0.10, 0.11, -0.63, 0.96, -9.73, 2.19, -102.37, -9.19, 0.00, 0.00, 0.00, 113.56, -3.69, -174.31, 0.06, 0.84, 0.55, -0.00, 0, 113, 427, 423, 
6925, 113.56, -3.69, -174.31, -0.16, 0.85, -9.82, 0.46, -0.10, -0.08, -0.63, 0.96, -9.73, 2.19, -102.37, -9.19, 0.01, 0.00, 0.00, 113.56, -3.69, -174.31, 0.06, 0.84, 0.55, -0.00, 0, 113, 435, 0, 
6944, 113.56, -3.69, -174.31, -0.65, 0.96, -9.82, -0.02, 0.00, -0.08, -0.63, 0.96, -9.73, 2.19, -102.37, -9.19, -0.00, 0.00, -0.00, 113.56, -3.69, -174.31, 0.06, 0.84, 0.55, -0.00, 0, 113, 426, 0, 
6961, 113.56, -3.69, -174.31, -1.05, 0.98, -9.86, -0.42, 0.01, -0.12, -0.63, 0.96, -9.73, 2.87, -102.75, -10.69, 0.00, 0.00, -0.00, 113.56, -3.69, -174.31, 0.06, 0.84, 0.55, -0.00, 0, 113, 392, 385, 
6980, 113.56, -3.69, -174.31, -0.91, 0.93, -9.87, -0.28, -0.02, -0.13, -0.63, 0.96, -9.73, 2.87, -102.75, -10.69, 0.00, 0.00, 0.00, 113.56, -3.69, -174.31, 0.06, 0.84, 0.55, -0.00, 0, 113, 434, 0, 
7000, 113.56, -3.69, -174.31, -0.42, 1.02, -9.66, 0.21, 0.06, 0.07, -0.63, 0.96, -9.73, 2.19, -103.06, -9.19, 0.00, 0.01, 0.00, 113.56, -3.69, -174.31, 0.06, 0.84, 0.55, -0.00, 0, 113, 433, 0, 
7019, 113.56, -3.69, -174.31, -0.33, 0.90, -9.83, 0.30, -0.06, -0.09, -0.63, 0.96, -9.73, 2.19, -103.06, -9.19, 0.00, -0.00, 0.00, 113.56, -3.69, -174.31, 0.06, 0.84, 0.55, -0.00, 0, 113, 428, 0, 
7037, 113.56, -3.69, -174.31, -0.38, 0.89, -9.89, -0.05, -0.01, 0.02, -0.63, 0.96, -9.73, 2.19, -103.06, -9.19, 0.00, -0.00, 0.00, 113.56, -3.69, -174.31, 0.06, 0.84, 0.55, -0.00, 0, 113, 434, 0, 
7055, 113.56, -3.69, -174.31, -0.74, 1.08, -9.78, -0.10, 0.12, -0.04, -0.63, 0.96, -9.73, 3.25, -106.37, -11.06, 0.00, 0.00, 0.00, 113.56, -3.69, -174.31, 0.06, 0.84, 0.55, -0.00, 0, 113, 434, 0, 
7074, 113.56, -3.69, -174.31, -0.95, 0.94, -9.95, -0.32, -0.01, -0.21, -0.63, 0.96, -9.73, 3.25, -106.37, -11.06, 0.00, -0.00, -0.00, 113.56, -3.69, -174.31, 0.06, 0.84, 0.55, -0.00, 0, 113, 399, 393, 
7104, 113.56, -3.69, -174.31, -0.42, 1.03, -9.62, 0.21, 0.07, 0.11, -0.63, 0.96, -9.73, 4.37, -108.50, -9.56, -0.00, -0.01, -0.01, 113.56, -3.69, -174.31, 0.06, 0.84, 0.55, -0.00, 0, 113, 435, 0, 
7204, 113.56, -3.69, -174.31, -0.45, 1.31, -9.87, 0.18, 0.35, -0.14, -0.63, 0.96, -9.73, 4.00, -110.00, -10.69, -0.02, -0.04, -0.01, 113.56, -3.69, -174.31, 0.06, 0.84, 0.55, -0.00, 0, 113, 435, 0, 
7304, 113.50, -3.75, -174.37, -1.01, 0.98, -9.83, -0.36, 0.02, -0.09, -0.64, 0.95, -9.73, 2.75, -63.88, -5.37, -0.01, 0.00, 0.00, 113.50, -3.75, -174.31, 0.06, 0.84, 0.55, -0.00, 0, 113, 429, 0, 
7404, 113.50, -3.69, -174.31, -2.33, -0.02, -9.48, -1.69, -0.99, 0.25, -0.63, 0.96, -9.73, 4.19, -60.56, -1.87, 0.07, 0.05, -0.06, 113.50, -3.69, -174.31, 0.06, 0.84, 0.55, -0.00, 1, 113, 416, 2, 
7504, 112.37, -3.50, -174.44, -1.11, 3.13, -9.29, -0.50, 2.19, 0.44, -0.60, 0.94, -9.74, 1.87, -58.38, -4.00, -0.01, 0.06, -0.07, 112.37, -3.50, -174.44, 0.06, 0.83, 0.56, 0.00, 1, 112, 422, 1, 
7604, 112.50, -3.50, -174.31, -0.75, 0.83, -11.99, -0.15, -0.13, -2.24, -0.60, 0.96, -9.74, 1.50, -58.56, -5.06, -0.09, 0.09, 0.08, 112.50, -3.50, -174.31, 0.06, 0.83, 0.55, 0.00, 2, 112, 423, 3, 
7704, 112.75, -3.56, -174.37, -0.33, 0.20, -7.69, 0.28, -0.74, 2.04, -0.61, 0.95, -9.74, 3.75, -55.75, -4.19, 0.09, -0.03, 0.08, 112.75, -3.56, -174.37, 0.06, 0.83, 0.55, 0.00, 3, 112, 428, 4, 
7804, 113.00, -3.44, -174.50, -0.10, -0.39, -9.04, 0.49, -1.32, 0.69, -0.59, 0.92, -9.74, 2.06, -51.88, -4.00, -0.01, 0.04, -0.01, 113.00, -3.44, -174.50, 0.06, 0.83, 0.55, 0.00, 4, 113, 412, 8, 
7904, 113.12, -3.56, -174.37, 0.45, 2.08, -8.60, 1.07, 1.13, 1.13, -0.61, 0.95, -9.74, 0.69, -57.75, -4.87, 0.02, 0.01, -0.04, 113.12, -3.56, -174.37, 0.06, 0.83, 0.55, 0.00, 4, 113, 413, 12, 
8004, 113.44, -3.44, -174.50, 1.19, 0.94, -7.72, 1.78, 0.01, 2.02, -0.58, 0.93, -9.74, 0.50, -55.69, -4.87, 0.03, 0.09, 0.00, 113.44, -3.44, -174.50, 0.06, 0.83, 0.55, 0.00, 4, 113, 415, 14, 
8104, 113.50, -3.56, -174.31, -0.36, 1.51, -9.46, 0.23, 0.57, 0.27, -0.60, 0.94, -9.74, -2.50, -56.38, -6.25, 0.16, 0.12, -0.04, 113.44, -3.50, -174.44, 0.06, 0.83, 0.55, 0.00, 4, 113, 416, 14, 
8204, 113.62, -3.37, -174.56, -1.47, -0.02, -9.51, -0.47, 0.87, -0.43, -0.59, 0.93, -9.74, -5.06, -57.06, -5.56, -0.08, -0.06, 0.12, 113.69, -3.44, -174.50, 0.06, 0.84, 0.55, 0.00, 4, 113, 416, 13, 
8304, 113.81, -3.44, -174.56, -1.44, 0.71, -11.98, -0.95, -0.74, -0.12, -0.59, 0.92, -9.74, -6.69, -57.88, -6.25, 0.04, 0.02, -0.08, 113.75, -3.44, -174.56, 0.06, 0.84, 0.55, 0.00, 4, 113, 406, 13, 
8404, 113.69, -3.50, -174.44, 1.20, 2.27, -7.12, 1.80, 1.33, 2.61, -0.60, 0.94, -9.74, -6.69, -58.19, -7.50, -0.05, -0.05, -0.05, 113.62, -3.50, -174.44, 0.06, 0.84, 0.55, 0.00, 4, 113, 414, 19, 
8504, 113.56, -3.37, -174.62, -0.74, 0.22, -8.48, -0.16, -0.67, 1.26, -0.58, 0.91, -9.74, -5.19, -62.56, -6.06, -0.06, -0.09, -0.01, 113.56, -3.37, -174.62, 0.06, 0.84, 0.55, 0.00, 4, 113, 408, 10, 
8604, 113.62, -3.37, -174.62, -0.47, 2.13, -9.74, 0.11, 1.21, 0.00, -0.58, 0.91, -9.74, -6.87, -61.06, -8.50, 0.01, 0.02, 0.03, 113.62, -3.37, -174.62, 0.06, 0.84, 0.55, 0.00, 5, 113, 408, 16, 
8704, 113.62, -3.50, -174.56, -0.31, 2.63, -7.71, 0.28, 1.70, 2.02, -0.59, 0.92, -9.74, -4.69, -61.50, -7.37, -0.05, 0.06, 0.03, 113.62, -3.44, -174.50, 0.06, 0.84, 0.55, 0.00, 4, 113, 408, 18, 
8804, 113.62, -3.31, -174.69, 0.25, 2.00, -6.56, 0.82, 1.09, 3.18, -0.56, 0.90, -9.74, -7.19, -63.00, -5.00, -0.06, -0.13, -0.04, 113.62, -3.37, -174.62, 0.06, 0.84, 0.55, 0.00, 4, 113, 410, 17, 
8904, 113.81, -3.31, -174.62, 0.09, 2.51, -7.46, 0.66, 1.60, 2.28, -0.56, 0.90, -9.74, -7.19, -61.88, -6.56, -0.06, 0.08, -0.01, 113.81, -3.25, -174.62, 0.05, 0.84, 0.54, 0.00, 4, 113, 407, 19, 
9004, 113.94, -3.37, -174.62, -0.84, 2.27, -8.59, -0.26, 1.36, 1.15, -0.58, 0.91, -9.74, -6.00, -61.38, -5.00, 0.02, 0.05, 0.02, 113.94, -3.31, -174.56, 0.06, 0.84, 0.54, 0.00, 5, 113, 402, 23, 
9104, 113.87, -3.25, -174.75, 0.12, 0.79, -7.69, 0.68, -0.09, 2.05, -0.55, 0.89, -9.75, -4.56, -64.69, -4.00, 0.11, 0.08, 0.04, 113.87, -3.25, -174.69, 0.05, 0.84, 0.54, 0.00, 4, 113, 400, 13, 
9204, 113.81, -3.19, -174.81, 0.52, 2.59, -7.73, 1.06, 1.71, 2.01, -0.54, 0.87, -9.75, -4.56, -61.69, -6.25, -0.02, 0.11, 0.01, 113.81, -3.19, -174.81, 0.05, 0.84, 0.54, 0.00, 5, 113, 405, 20, 
9304, 113.75, -3.19, -174.81, 0.29, 2.63, -9.26, 0.84, 1.75, 0.48, -0.55, 0.87, -9.75, -6.00, -63.75, -6.25, 0.07, 0.18, -0.01, 113.75, -3.19, -174.81, 0.05, 0.84, 0.55, 0.00, 5, 113, 410, 23, 
9404, 114.00, -3.25, -174.75, 0.22, 1.91, -7.90, 0.79, 1.02, 1.84, -0.56, 0.88, -9.75, -6.00, -62.75, -4.75, 0.09, 0.05, 0.04, 114.00, -3.25, -174.75, 0.05, 0.84, 0.54, 0.00, 4, 114, 395, 21, 
9504, 113.87, -3.19, -174.69, -1.21, 5.27, -12.17, -0.66, 4.37, -2.42, -0.55, 0.89, -9.74, -6.00, -64.56, -4.25, -0.12, -0.06, 0.10, 113.87, -3.19, -174.69, 0.05, 0.84, 0.54, 0.00, 5, 113, 413, 24, 
9604, 114.94, -3.19, -174.81, -0.64, 1.89, -7.93, -0.09, 1.01, 1.81, -0.54, 0.88, -9.75, -5.00, -61.69, -7.50, 0.13, -0.17, 0.86, 114.94, -3.19, -174.81, 0.05, 0.84, 0.54, 0.00, 4, 114, 411, 14, 
